State,NAICS,Meaning,Year,Value_D,"Relative standard error for estimate of sales, value of shipments, or revenue (%)",Payroll_D,Relative standard error for estimate of annual payroll (%),FirstQuarter,Relative standard error for estimate of first-quarter payroll (%),Employees_C,Relative standard error for estimate of number of employees (%),Production workers for pay period including March 12,Relative standard error for estimate of production workers for pay period including March 12 (%),HoursAnum_T,Relative standard error for estimate of production workers annual hours (%),WagesAnum_D,Relative standard error for estimate of production workers annual wages (%),MaterialCost_D,Relative standard error for estimate of total cost of materials  (%),ValueAdded_D,Relative standard error for estimate of value added (%),ConstantCapital_D,Relative standard error for estimate of total capital expenditures (new and used)  (%),"Range indicating percent of total sales, value of shipments, or revenue imputed",Range indicating percent of total annual payroll imputed,Range indicating percent of total employees imputed
Kansas,3314,Nonferrous metal (except aluminum) production and processing,2021,"301,482",0.0,"23,739",0.0,"5,693",0.0,375,0.0,275,0.0,562,0.0,"15,829",0.0,"156,370",0.0,"142,355",0.0,"3,789",0.0,30% to less than 40%,20% to less than 30%,40% to less than 50%
Kentucky,313,Textile mills,2021,D,D,"30,886",0.0,"7,082",0.0,596,0.0,494,0.0,782,0.0,"21,283",0.0,D,D,D,D,D,D,D,20% to less than 30%,30% to less than 40%
Kentucky,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,20 to 99 employees,D,26,0.0,D,D,D,D,D,D,D,D,D,D,D,D,D
Kentucky,3132,Fabric mills,2021,D,D,"29,033",0.0,"6,638",0.0,560,0.0,465,0.0,720,0.0,"20,024",0.0,D,D,"104,543",0.0,"5,143",0.0,D,20% to less than 30%,30% to less than 40%
Kentucky,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,0 to 19 employees,D,3,0.0,D,D,D,D,D,D,D,D,D,D,D,D,D
Kentucky,314,Textile product mills,2021,D,D,"41,470",9.2,"9,715",8.5,"1,247",11.2,"1,078",11.5,"1,878",10.2,"27,713",9.2,D,D,D,D,"6,826",8.7,D,20% to less than 30%,20% to less than 30%
Kentucky,3141,Textile furnishings mills,2021,D,D,D,D,D,D,100 to 249 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Kentucky,3149,Other textile product mills,2021,D,D,D,D,D,D,"1,000 to 2,499 employees",D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Kentucky,3314,Nonferrous metal (except aluminum) production and processing,2021,"1,029,423",0.0,"55,079",0.0,"14,275",0.0,827,0.0,662,0.0,"1,304",0.0,"39,445",0.0,"740,627",0.0,"302,155",0.0,"14,682",0.0,10% to less than 20%,10% to less than 20%,20% to less than 30%
Louisiana,313,Textile mills,2021,D,D,"9,753",0.0,"2,187",0.0,100 to 249 employees,D,130,0.0,266,0.0,"7,316",0.0,D,D,"28,360",0.0,"1,422",0.0,D,Less than 10%,D
Louisiana,3131,"Fiber, yarn, and thread mills",2021,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,Less than 10%,Less than 10%,Less than 10%
Louisiana,3132,Fabric mills,2021,D,D,D,D,D,D,100 to 249 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Louisiana,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Louisiana,314,Textile product mills,2021,"143,269",9.2,"23,923",3.5,"5,745",0.4,571,1.1,402,3.2,794,1.6,"14,449",6.9,D,D,D,D,"7,295",4.4,50% to less than 60%,20% to less than 30%,50% to less than 60%
Louisiana,3141,Textile furnishings mills,2021,"7,569",0.0,"1,821",0.0,440,0.0,50,0.0,24,0.0,41,0.0,738,0.0,D,D,D,D,42,0.0,90% to 100%,Less than 10%,60% to less than 70%
Louisiana,3149,Other textile product mills,2021,"135,700",9.7,"22,102",3.8,"5,305",0.5,521,1.2,378,3.4,753,1.7,"13,711",7.3,D,D,D,D,"7,253",4.4,40% to less than 50%,20% to less than 30%,50% to less than 60%
Louisiana,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Maine,313,Textile mills,2021,"76,047",0.0,"7,932",0.0,"1,900",0.0,185,0.0,145,0.0,279,0.0,"5,207",0.0,"39,727",0.0,"36,208",0.0,790,0.0,70% to less than 80%,Less than 10%,60% to less than 70%
Maine,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,180,0.0,D,D,D
Maine,3132,Fabric mills,2021,"69,591",0.0,"6,527",0.0,"1,563",0.0,141,0.0,105,0.0,200,0.0,"4,019",0.0,"36,161",0.0,"33,316",0.0,610,0.0,70% to less than 80%,10% to less than 20%,60% to less than 70%
Maine,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,0,X,D,D,D
Maine,314,Textile product mills,2021,"181,625",3.1,"40,606",3.2,"9,158",3.9,855,4.8,686,2.7,"1,238",2.5,"26,314",3.6,"92,278",3.7,"88,815",3.4,"6,348 (s)",45.7,30% to less than 40%,30% to less than 40%,30% to less than 40%
Maine,3141,Textile furnishings mills,2021,"90,971",0.0,"17,146",0.0,"4,291",0.0,421,0.0,348,0.0,616,0.0,"12,694",0.0,"56,131",0.0,"34,937",0.0,528,0.0,50% to less than 60%,80% to less than 90%,40% to less than 50%
Maine,3149,Other textile product mills,2021,"90,654",6.2,"23,460",5.5,"4,867",7.3,434,9.4,338,5.6,622,4.9,"13,620",7.0,"36,147",9.5,"53,878",5.5,"5,820 (s)",49.9,10% to less than 20%,Less than 10%,20% to less than 30%
Maine,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,D,D,D,D,100 to 249 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Maryland,313,Textile mills,2021,"469,158",0.0,"71,310",0.0,"23,065",0.0,696,0.0,419,0.0,705,0.0,"24,171",0.0,D,D,"275,001",0.0,"11,328",0.0,10% to less than 20%,Less than 10%,20% to less than 30%
Maryland,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Maryland,3132,Fabric mills,2021,D,D,D,D,D,D,511,0.0,D,D,460,0.0,D,D,D,D,D,D,D,D,D,D,20% to less than 30%
Maryland,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,100 to 249 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Maryland,314,Textile product mills,2021,"139,488",4.8,"36,457",7.7,"9,156",7.3,957,30.7,488,16.1,883,18.2,"19,159",14.9,D,D,"88,870",4.8,"16,279 (s)",53.4,30% to less than 40%,Less than 10%,20% to less than 30%
Maryland,3141,Textile furnishings mills,2021,"18,840",0.0,"6,005",0.0,"1,455",0.0,134,0.0,94,0.0,158,0.0,"3,090",0.0,"6,717",0.0,"12,020",0.0,444,0.0,60% to less than 70%,Less than 10%,30% to less than 40%
Maryland,3149,Other textile product mills,2021,"120,648",5.6,"30,452",9.3,"7,701",8.7,823,35.7,394,20.0,725,22.2,"16,069",17.8,D,D,"76,850",5.6,"15,835 (s)",54.9,30% to less than 40%,Less than 10%,10% to less than 20%
Maryland,3314,Nonferrous metal (except aluminum) production and processing,2021,"58,537",0.0,"7,447",0.0,D,D,71,0.0,D,D,118,0.0,D,D,"30,719",0.0,D,D,0,X,60% to less than 70%,70% to less than 80%,90% to 100%
Massachusetts,313,Textile mills,2021,"509,549",2.0,"108,512",2.7,"27,374",3.1,"1,835",7.7,"1,298",7.5,"2,443",4.5,"59,807",5.3,"303,052",4.5,D,D,"18,264",15.2,10% to less than 20%,Less than 10%,20% to less than 30%
Massachusetts,3131,"Fiber, yarn, and thread mills",2021,"15,333",0.0,"2,126",0.0,529,0.0,59,0.0,54,0.0,105,0.0,"1,893",0.0,"9,212",0.0,D,D,315,0.0,90% to 100%,Less than 10%,90% to 100%
Massachusetts,3132,Fabric mills,2021,"129,220",1.8,"28,506",2.4,"7,170",3.6,813,14.9,601,12.5,947,5.6,"17,226",4.5,"64,845",14.9,"64,741",11.1,"1,375",23.1,40% to less than 50%,10% to less than 20%,40% to less than 50%
Massachusetts,3133,Textile and fabric finishing and fabric coating mills,2021,"364,995",2.7,"77,880",3.7,"19,674",4.1,963,7.5,643,9.7,"1,392",6.9,"40,688",7.6,"228,995",4.1,D,D,"16,574",16.7,Less than 10%,Less than 10%,10% to less than 20%
Massachusetts,314,Textile product mills,2021,"444,000",4.2,"82,104",5.1,"19,295",6.1,"1,720",7.1,"1,312",8.1,"2,344",8.0,"50,649",6.0,"192,229",6.1,"260,893",6.6,"5,508",38.6,30% to less than 40%,Less than 10%,30% to less than 40%
Massachusetts,3141,Textile furnishings mills,2021,"49,830",20.9,"13,481",23.1,"3,495",23.4,384,26.4,243,39.0,326 (s),49.6,"6,673",32.2,"27,082",37.0,"21,218 (s)",58.6,336 (s),43.4,40% to less than 50%,Less than 10%,30% to less than 40%
Massachusetts,3149,Other textile product mills,2021,"394,169",3.9,"68,622",4.0,"15,800",5.4,"1,336",5.1,"1,068",4.5,"2,018",4.6,"43,977",4.9,"165,147",3.8,"239,675",5.0,"5,172 (s)",41.0,30% to less than 40%,Less than 10%,30% to less than 40%
Massachusetts,3314,Nonferrous metal (except aluminum) production and processing,2021,"684,568",1.9,"79,460",1.1,"18,493",1.0,"1,086",1.1,693,2.6,"1,564",1.7,"43,952",2.4,"457,782",2.1,"244,690",2.0,"6,195",13.0,40% to less than 50%,40% to less than 50%,40% to less than 50%
Michigan,313,Textile mills,2021,"165,916",0.0,"26,171",0.0,"6,031",0.0,415,0.0,269,0.0,539,0.0,"12,669",0.0,D,D,D,D,"2,302",0.0,30% to less than 40%,30% to less than 40%,40% to less than 50%
Michigan,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Michigan,3132,Fabric mills,2021,"92,102",0.0,D,D,D,D,246,0.0,165,0.0,320,0.0,"7,318",0.0,D,D,"67,770",0.0,D,D,10% to less than 20%,D,30% to less than 40%
Michigan,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,"13,349",0.0,"3,401",0.0,100 to 249 employees,D,D,D,D,D,D,D,"46,903",0.0,"26,329",0.0,"1,298",0.0,D,50% to less than 60%,D
Michigan,314,Textile product mills,2021,"217,513",13.6,"56,107",17.0,"14,326",17.3,"1,181",26.8,915,26.8,"1,874",23.3,"32,416",20.5,"101,652",14.8,D,D,"9,152 (s)",62.3,50% to less than 60%,Less than 10%,50% to less than 60%
Michigan,3141,Textile furnishings mills,2021,"115,058",7.5,"28,679",2.6,"7,387",2.3,576,10.0,429,19.9,896,20.3,"15,904",23.7,"51,199",19.4,"66,815",1.7,"7,480 (s)",75.5,30% to less than 40%,10% to less than 20%,40% to less than 50%
Michigan,3149,Other textile product mills,2021,"102,456",27.5,"27,428",34.6,"6,939",35.7,605 (s),51.6,486 (s),47.3,978 (s),40.6,"16,512",33.1,"50,453",22.4,D,D,"1,672 (s)",46.0,70% to less than 80%,Less than 10%,60% to less than 70%
Michigan,3314,Nonferrous metal (except aluminum) production and processing,2021,"1,634,209",1.5,"112,854",0.7,"32,662",1.1,"1,325",2.7,793,2.1,"1,613",1.4,"54,895",0.9,"877,282",1.5,"596,817",4.7,"20,290",0.7,40% to less than 50%,20% to less than 30%,50% to less than 60%
Minnesota,313,Textile mills,2021,"109,900",0.0,"21,721",0.0,"5,315",0.0,479,0.0,351,0.0,607,0.0,"13,108",0.0,"65,820",0.0,D,D,"5,172",0.0,80% to less than 90%,40% to less than 50%,60% to less than 70%
Minnesota,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Minnesota,3132,Fabric mills,2021,D,D,D,D,D,D,251,0.0,D,D,D,D,D,D,D,D,D,D,"3,893",0.0,D,D,30% to less than 40%
Minnesota,3133,Textile and fabric finishing and fabric coating mills,2021,"69,964",0.0,"13,588",0.0,"3,400",0.0,100 to 249 employees,D,178,0.0,326,0.0,"7,861",0.0,"43,459",0.0,"27,033",0.0,D,D,90% to 100%,60% to less than 70%,D
Minnesota,314,Textile product mills,2021,"284,233",0.7,"66,535",0.7,"14,703",0.5,"1,642",0.6,"1,258",0.7,"2,362",1.0,"43,066",1.4,"123,013",0.6,D,D,D,D,50% to less than 60%,30% to less than 40%,40% to less than 50%
Minnesota,3141,Textile furnishings mills,2021,D,D,"29,938",0.0,"6,180",0.0,723,0.0,555,0.0,"1,071",0.0,"20,799",0.0,"60,905",0.0,D,D,D,D,D,40% to less than 50%,10% to less than 20%
Minnesota,3149,Other textile product mills,2021,D,D,"36,597",1.2,"8,523",0.8,919,1.1,703,1.3,"1,291",1.9,"22,267",2.7,"62,108",1.2,D,D,D,D,D,20% to less than 30%,60% to less than 70%
Minnesota,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Mississippi,313,Textile mills,2021,D,D,"47,454",0.0,"11,611",0.0,500 to 999 employees,D,659,0.0,"1,282",0.0,"37,045",0.0,D,D,D,D,"15,785",0.0,D,10% to less than 20%,D
Mississippi,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Mississippi,3132,Fabric mills,2021,"270,907",0.0,"41,094",0.0,"10,183",0.0,552,0.0,484,0.0,"1,014",0.0,"32,666",0.0,"148,150",0.0,D,D,D,D,90% to 100%,20% to less than 30%,80% to less than 90%
Mississippi,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,203,0.0,D,D,D,D,D,D,D,D,D,D,D,D,D,D,Less than 10%
Mississippi,314,Textile product mills,2021,D,D,"30,243",9.4,"7,663",12.8,676,18.7,536,23.0,"1,118",24.7,"22,016",13.3,D,D,D,D,"1,488",5.3,D,10% to less than 20%,40% to less than 50%
Mississippi,3141,Textile furnishings mills,2021,D,D,"9,165",0.0,"2,152",0.0,230,0.0,199,0.0,497,0.0,"8,134",0.0,D,D,D,D,77,0.0,D,Less than 10%,20% to less than 30%
Mississippi,3149,Other textile product mills,2021,D,D,"21,078",13.5,"5,511",17.8,446,28.4,337,36.5,621 (s),44.4,"13,882",21.1,D,D,D,D,"1,411",5.6,D,20% to less than 30%,50% to less than 60%
Mississippi,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,"40,445",0.0,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,"124,449",0.0,"15,765",0.0,D,Less than 10%,D
Missouri,313,Textile mills,2021,"150,281",0.0,"14,011",0.0,"3,347",0.0,203,0.0,146,0.0,336,0.0,"7,265",0.0,"92,372",0.0,"60,893",0.0,"1,947",0.0,Less than 10%,Less than 10%,20% to less than 30%
Missouri,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Missouri,3132,Fabric mills,2021,D,D,"10,082",0.0,"2,350",0.0,140,0.0,108,0.0,259,0.0,"5,839",0.0,D,D,D,D,D,D,D,Less than 10%,Less than 10%
Missouri,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Missouri,314,Textile product mills,2021,"263,495",11.9,"64,063",0.7,"15,781",3.4,"1,542",1.4,"1,067",6.9,"2,062",8.2,"32,213",12.9,"119,621",12.6,"144,630",12.6,"8,732",12.0,40% to less than 50%,10% to less than 20%,30% to less than 40%
Missouri,3141,Textile furnishings mills,2021,"77,247",0.0,"17,074",0.0,"4,186",0.0,424,0.0,271,0.0,528,0.0,"9,487",0.0,"31,793",0.0,"45,704",0.0,416,0.0,80% to less than 90%,60% to less than 70%,70% to less than 80%
Missouri,3149,Other textile product mills,2021,"186,248",16.8,"46,989",1.0,"11,595",4.7,"1,118",1.9,796,9.3,"1,534",11.0,"22,726",18.3,"87,828",17.1,"98,926",18.4,"8,316",12.6,20% to less than 30%,Less than 10%,20% to less than 30%
Missouri,3314,Nonferrous metal (except aluminum) production and processing,2021,"464,731",0.0,"39,990",0.0,"9,912",0.0,637,0.0,512,0.0,"1,213",0.0,"29,309",0.0,D,D,"221,744",0.0,D,D,10% to less than 20%,10% to less than 20%,10% to less than 20%
Montana,313,Textile mills,2021,D,D,D,D,D,D,20 to 99 employees,D,21,0.0,D,D,D,D,D,D,D,D,D,D,D,D,D
Montana,3131,"Fiber, yarn, and thread mills",2021,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,Less than 10%,Less than 10%,Less than 10%
Montana,3132,Fabric mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Montana,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,25,0.0,D,D,D,D,D,D,D,D,D,D,D
Montana,314,Textile product mills,2021,D,D,"13,262",0.0,"2,985",0.0,323,0.0,241,0.0,460,0.0,"8,088",0.0,D,D,D,D,D,D,D,30% to less than 40%,90% to 100%
Montana,3141,Textile furnishings mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Montana,3149,Other textile product mills,2021,"63,012",0.0,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,90% to 100%,D,D
Montana,3314,Nonferrous metal (except aluminum) production and processing,2021,"3,044,924",0.0,"55,644",0.0,"12,901",0.0,595,0.0,412,0.0,852,0.0,"31,527",0.0,"2,098,543",0.0,D,D,D,D,80% to less than 90%,50% to less than 60%,Less than 10%
Nebraska,313,Textile mills,2021,D,D,"1,370",0.0,345,0.0,43,0.0,D,D,80,0.0,D,D,D,D,D,D,458,0.0,D,10% to less than 20%,90% to 100%
Nebraska,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Nebraska,3132,Fabric mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Nebraska,3133,Textile and fabric finishing and fabric coating mills,2021,"1,227",0.0,492,0.0,124,0.0,12,0.0,12,0.0,24,0.0,D,D,708,0.0,D,D,D,D,90% to 100%,Less than 10%,90% to 100%
Nebraska,314,Textile product mills,2021,"29,750",25.2,"6,387",9.5,"1,489",4.4,170,3.9,154,15.1,313,29.7,"4,930",24.7,D,D,D,D,D,D,30% to less than 40%,Less than 10%,40% to less than 50%
Nebraska,3141,Textile furnishings mills,2021,"3,285",0.0,"1,431",0.0,333,0.0,33,0.0,26,0.0,52,0.0,799,0.0,D,D,D,D,D,D,90% to 100%,Less than 10%,40% to less than 50%
Nebraska,3149,Other textile product mills,2021,"26,465",28.4,"4,956",12.3,"1,156",5.7,137,4.8,128,18.1,261,35.6,"4,131",29.4,"11,267",28.4,"15,244",28.9,D,D,20% to less than 30%,Less than 10%,40% to less than 50%
Nebraska,3314,Nonferrous metal (except aluminum) production and processing,2021,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,Less than 10%,Less than 10%,Less than 10%
Nevada,313,Textile mills,2021,D,D,"2,912",0.0,737,0.0,72,0.0,D,D,114,0.0,D,D,D,D,D,D,D,D,D,20% to less than 30%,90% to 100%
Nevada,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,0,X,D,D,D
Nevada,3132,Fabric mills,2021,D,D,D,D,D,D,20 to 99 employees,D,43,0.0,D,D,"1,529",0.0,D,D,"3,551",0.0,D,D,D,D,D
Nevada,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,0,X,D,D,D
Nevada,314,Textile product mills,2021,"117,704",0.6,"25,367",0.7,"6,256",0.8,712,0.4,586,0.3,991,0.5,"17,323",0.7,"54,555",0.8,D,D,"1,926",0.0,90% to 100%,30% to less than 40%,80% to less than 90%
Nevada,3141,Textile furnishings mills,2021,"38,967",0.0,"10,404",0.0,"2,580",0.0,276,0.0,244,0.0,471,0.0,"8,105",0.0,"13,611",0.0,D,D,58,0.0,80% to less than 90%,10% to less than 20%,90% to 100%
Nevada,3149,Other textile product mills,2021,"78,737",0.8,"14,963",1.2,"3,676",1.4,436,0.7,342,0.6,520,1.0,"9,218",1.3,"40,944",1.1,"37,778",0.6,"1,868",0.0,90% to 100%,50% to less than 60%,70% to less than 80%
Nevada,3314,Nonferrous metal (except aluminum) production and processing,2021,"209,840",0.0,"34,868",0.0,"8,668",0.0,429,0.0,307,0.0,715,0.0,"20,163",0.0,"83,047",0.0,"116,926",0.0,D,D,Less than 10%,Less than 10%,Less than 10%
New Hampshire,313,Textile mills,2021,"240,580",0.0,"65,000",0.0,"17,159",0.0,"1,098",0.0,765,0.0,"1,384",0.0,"33,496",0.0,"116,457",0.0,"124,937",0.0,"11,182",0.0,40% to less than 50%,20% to less than 30%,40% to less than 50%
New Hampshire,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
New Hampshire,3132,Fabric mills,2021,"129,155",0.0,D,D,D,D,591,0.0,403,0.0,D,D,"17,426",0.0,D,D,"66,084",0.0,D,D,20% to less than 30%,D,20% to less than 30%
New Hampshire,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,"32,668",0.0,"9,181",0.0,500 to 999 employees,D,D,D,767,0.0,D,D,D,D,D,D,D,D,D,50% to less than 60%,D
New Hampshire,314,Textile product mills,2021,D,D,"9,604",2.4,"2,056",11.2,241,2.8,176,1.6,341,7.6,"5,780",5.4,D,D,D,D,D,D,D,Less than 10%,40% to less than 50%
New Hampshire,3141,Textile furnishings mills,2021,D,D,"1,561",0.0,336,0.0,31,0.0,19,0.0,41,0.0,D,D,D,D,D,D,D,D,D,Less than 10%,30% to less than 40%
New Hampshire,3149,Other textile product mills,2021,D,D,"8,043",2.8,"1,720",13.4,210,3.3,157,1.7,300,8.7,D,D,D,D,D,D,D,D,D,Less than 10%,50% to less than 60%
New Hampshire,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,D,D,D,D,100 to 249 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
New Jersey,313,Textile mills,2021,"410,857",0.1,"71,444",0.3,"16,652",0.5,"1,175",0.0,866,0.0,"1,655",0.3,"40,518",0.1,"234,677",0.4,D,D,"14,248",0.0,50% to less than 60%,20% to less than 30%,60% to less than 70%
New Jersey,3131,"Fiber, yarn, and thread mills",2021,"2,567",0.0,301,0.0,76,0.0,9,0.0,D,D,12,0.0,218,0.0,"1,767",0.0,800,0.0,D,D,90% to 100%,Less than 10%,90% to 100%
New Jersey,3132,Fabric mills,2021,"161,868",0.0,"28,383",0.0,"6,891",0.0,398,0.0,D,D,559,0.0,"15,886",0.0,"77,340",0.0,"85,954",0.0,D,D,90% to 100%,10% to less than 20%,90% to 100%
New Jersey,3133,Textile and fabric finishing and fabric coating mills,2021,"246,422",0.2,"42,760",0.5,"9,685",0.8,768,0.0,576,0.0,"1,084",0.4,"24,414",0.2,"155,570",0.6,D,D,"12,431",0.0,30% to less than 40%,20% to less than 30%,50% to less than 60%
New Jersey,314,Textile product mills,2021,"296,046",2.5,"81,285",4.5,"18,271",6.3,"1,965",4.3,"1,644",4.8,"2,677",5.1,"55,476",7.5,D,D,D,D,"2,633",7.3,60% to less than 70%,10% to less than 20%,50% to less than 60%
New Jersey,3141,Textile furnishings mills,2021,"178,443",3.5,"37,920",4.1,"9,822",4.2,876,6.0,702,6.0,"1,284",6.2,"24,224",4.5,D,D,"79,879",6.6,"1,525",12.6,70% to less than 80%,30% to less than 40%,60% to less than 70%
New Jersey,3149,Other textile product mills,2021,"117,604",3.5,"43,365",7.6,"8,449",12.8,"1,089",6.0,942,7.1,"1,394",7.9,"31,252",12.9,"49,075",4.1,D,D,"1,108",1.7,60% to less than 70%,Less than 10%,50% to less than 60%
New Jersey,3314,Nonferrous metal (except aluminum) production and processing,2021,"1,079,801",10.7,"82,944",15.6,"19,374",20.9,"1,022",20.7,791,20.9,"1,686",20.2,"57,621",15.8,"761,796",9.2,"309,915",17.2,"29,657",4.1,10% to less than 20%,20% to less than 30%,20% to less than 30%
New Mexico,313,Textile mills,2021,D,D,867,0.0,218,0.0,17,0.0,D,D,21,0.0,D,D,D,D,D,D,D,D,D,Less than 10%,90% to 100%
New Mexico,3132,Fabric mills,2021,D,D,D,D,24,0.0,4,0.0,D,D,5,0.0,D,D,D,D,219,0.0,D,D,D,D,90% to 100%
New Mexico,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,194,0.0,13,0.0,D,D,16,0.0,D,D,D,D,D,D,D,D,D,D,90% to 100%
New Mexico,314,Textile product mills,2021,D,D,"22,671",0.0,"5,580",0.0,357,0.0,267,0.0,529,0.0,"10,649",0.0,D,D,D,D,"1,315",0.0,D,80% to less than 90%,90% to 100%
New Mexico,3141,Textile furnishings mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
New Mexico,3149,Other textile product mills,2021,D,D,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
New Mexico,3314,Nonferrous metal (except aluminum) production and processing,2021,"315,474",0.0,"14,315",0.0,"3,594",0.0,292,0.0,215,0.0,410,0.0,"9,649",0.0,"257,768",0.0,D,D,D,D,10% to less than 20%,20% to less than 30%,20% to less than 30%
New York,313,Textile mills,2021,"864,987",8.0,"116,051",6.5,"27,130",10.0,"2,428",7.2,"1,763",7.6,"3,394",7.8,"73,422",8.7,"485,136",7.8,"393,827",8.3,"22,277",14.8,70% to less than 80%,40% to less than 50%,70% to less than 80%
New York,3131,"Fiber, yarn, and thread mills",2021,"17,354",0.0,"2,441",0.0,613,0.0,108,0.0,103,0.0,133,0.0,"2,181",0.0,"11,457",0.0,"5,915",0.0,196,0.0,90% to 100%,Less than 10%,90% to 100%
New York,3132,Fabric mills,2021,"609,771",4.3,"77,938",6.5,"18,245",12.6,"1,538",9.1,"1,149",10.0,"2,316",9.7,"48,506",7.0,"332,988",4.6,"278,900",4.0,"19,358",15.5,60% to less than 70%,50% to less than 60%,70% to less than 80%
New York,3133,Textile and fabric finishing and fabric coating mills,2021,"237,862",26.8,"35,672",15.5,"8,272",17.6,782,13.2,512,13.3,945,14.6,"22,736",23.8,"140,692",24.8,"109,012",28.2,"2,723 (s)",50.0,80% to less than 90%,40% to less than 50%,80% to less than 90%
New York,314,Textile product mills,2021,"642,838",4.8,"142,169",6.0,"31,949",6.8,"3,027",7.3,"2,149",8.6,"4,137",8.1,"83,155",5.9,"288,365",5.0,"366,473",5.9,"11,579",24.3,40% to less than 50%,Less than 10%,40% to less than 50%
New York,3141,Textile furnishings mills,2021,"89,301",29.5,"24,272",31.1,"5,796",33.9,433 (s),46.1,269 (s),61.2,556 (s),53.2,"15,365",29.7,"27,260",34.6,"63,815",31.1,"3,837",6.1,80% to less than 90%,Less than 10%,80% to less than 90%
